;Invoice ID;Branch;City;Costumer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
964;794-42-3736;B;Curitiba;Membro;Feminino;Esportes e viagens;597,43;5;29,87;3017,02;03/12/2023;14:41;cartão de crédito;2987,15;0,00;2987,15;9,8
965;172-42-8274;B;Porto Alegre;Normal;Feminino;Saúde e beleza;226,09;3;11,30;689,57;02/08/2023;18:18;dinheiro;678,27;0,00;678,27;9,4
966;558-60-5016;A;Florianopolis;Normal;Masculino;Casa e estilo de vida;188,56;1;9,43;197,99;04/20/2023;15:27;dinheiro;188,56;0,00;188,56;8,9
967;195-06-0432;A;Porto Alegre;Membro;Feminino;Saúde e beleza;848,13;1;42,41;890,54;11/07/2023;12:55;pix;848,13;0,00;848,13;9,1
968;605-03-2706;A;Curitiba;Normal;Masculino;Acessórios eletrônicos;951,20;5;47,56;4803,56;01/14/2023;18:02;cartão de crédito;4756,00;0,00;4756,00;9,1
969;214-30-2776;B;Porto Alegre;Normal;Masculino;Casa e estilo de vida;52,62;8;2,63;423,59;11/29/2023;19:44;cartão de crédito;420,96;0,00;420,96;7,2
970;746-04-1077;B;Curitiba;Membro;Masculino;Acessórios eletrônicos;202,43;10;10,12;2034,42;07/28/2023;11:36;pix;2024,30;0,00;2024,30;9,7
971;448-34-8700;B;Florianopolis;Normal;Feminino;Acessórios eletrônicos;269,48;6;13,47;1630,35;11/26/2023;13:51;dinheiro;1616,88;0,00;1616,88;8,7
972;452-04-8808;B;Porto Alegre;Membro;Feminino;Saúde e beleza;450,81;8;22,54;3629,02;11/19/2023;15:17;pix;3606,48;0,00;3606,48;9,4
973;531-56-4728;A;Porto Alegre;Normal;Feminino;Esportes e viagens;70,00;2;3,50;143,50;05/09/2023;15:29;dinheiro;140,00;0,00;140,00;9,5
974;744-82-9138;C;Florianopolis;Membro;Feminino;Alimentos e bebidas;884,80;3;44,24;2698,64;04/30/2023;17:59;pix;2654,40;0,00;2654,40;5,6
975;883-69-1285;B;Florianopolis;Membro;Masculino;Acessórios eletrônicos;335,29;5;16,76;1693,21;12/25/2023;11:55;pix;1676,45;0,00;1676,45;6,7
976;221-25-5073;A;Florianopolis;Normal;Masculino;Acessórios eletrônicos;679,97;9;34,00;6153,73;08/14/2023;10:39;pix;6119,73;0,00;6119,73;8,1
977;518-71-6847;B;Curitiba;Membro;Feminino;Alimentos e bebidas;312,83;2;15,64;641,30;11/16/2023;15:10;cartão de crédito;625,66;0,00;625,66;5,3
978;156-20-0370;B;Curitiba;Membro;Masculino;Saúde e beleza;872,54;9;43,63;7896,49;01/24/2023;18:10;cartão de crédito;7852,86;0,00;7852,86;6,7
979;151-33-7434;B;Curitiba;Membro;Feminino;Saúde e beleza;796,40;4;39,82;3225,42;07/07/2023;20:43;cartão de crédito;3185,60;0,00;3185,60;8,2
980;728-47-9078;C;Porto Alegre;Membro;Masculino;Acessórios eletrônicos;278,51;8;13,93;2242,01;06/17/2023;12:46;pix;2228,08;0,00;2228,08;7,7
981;809-46-1866;A;Florianopolis;Membro;Masculino;Acessórios eletrônicos;965,70;10;48,29;9705,29;10/26/2023;17:44;dinheiro;9657,00;0,00;9657,00;7,6
982;139-32-4183;A;Florianopolis;Membro;Masculino;Casa e estilo de vida;606,56;2;30,33;1243,45;09/29/2023;14:19;dinheiro;1213,12;0,00;1213,12;9,4
983;148-41-7930;C;Porto Alegre;Membro;Feminino;Saúde e beleza;153,38;6;7,67;927,95;05/07/2023;10:33;pix;920,28;0,00;920,28;5,5
984;189-40-5216;C;Curitiba;Normal;Feminino;Casa e estilo de vida;129,08;9;6,45;1168,17;08/27/2023;11:40;pix;1161,72;0,00;1161,72;6,6
985;374-38-5555;B;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;501,33;4;25,07;2030,39;04/11/2023;19:30;cartão de crédito;2005,32;0,00;2005,32;8,0
986;764-44-8999;B;Florianopolis;Membro;Feminino;Acessórios eletrônicos;720,42;2;36,02;1476,86;06/28/2023;14:42;pix;1440,84;0,00;1440,84;6,0
987;552-44-5977;B;Curitiba;Normal;Masculino;Casa e estilo de vida;81,13;6;4,06;490,84;02/19/2023;19:08;dinheiro;486,78;0,00;486,78;6,9
988;267-62-7380;C;Florianopolis;Normal;Feminino;Saúde e beleza;830,08;2;41,50;1701,66;01/19/2023;19:12;dinheiro;1660,16;0,00;1660,16;7,3
989;430-53-4718;B;Porto Alegre;Normal;Feminino;Alimentos e bebidas;658,88;6;32,94;3986,22;11/12/2023;15:46;dinheiro;3953,28;0,00;3953,28;6,0
990;886-18-2897;A;Florianopolis;Normal;Feminino;Esportes e viagens;565,74;2;28,29;1159,77;04/15/2023;19:06;dinheiro;1131,48;0,00;1131,48;5,8
991;602-16-6955;B;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;240,23;10;12,01;2414,31;07/15/2023;18:10;dinheiro;2402,30;0,00;2402,30;9,0
992;745-74-0715;A;Florianopolis;Normal;Feminino;Saúde e beleza;806,66;8;40,33;6493,61;03/15/2023;20:46;pix;6453,28;0,00;6453,28;6,4
993;690-01-6631;B;Florianopolis;Membro;Feminino;Saúde e beleza;872,98;5;43,65;4408,55;11/09/2023;18:35;cartão de crédito;4364,90;0,00;4364,90;8,9
994;652-49-6720;C;Curitiba;Membro;Masculino;Acessórios eletrônicos;838,68;10;41,93;8428,73;03/30/2023;11:40;pix;8386,80;0,00;8386,80;5,7
995;233-67-5758;C;Porto Alegre;Normal;Feminino;Casa e estilo de vida;474,03;9;23,70;4289,97;11/16/2023;13:46;dinheiro;4266,27;0,00;4266,27;6,0
996;303-96-2227;B;Florianopolis;Normal;Feminino;Acessórios eletrônicos;799,09;6;39,95;4834,49;08/24/2023;17:16;cartão de crédito;4794,54;0,00;4794,54;6,4
997;727-02-1313;A;Curitiba;Normal;Feminino;Casa e estilo de vida;673,15;1;33,66;706,81;12/04/2023;13:22;pix;673,15;0,00;673,15;8,5
998;347-56-2442;A;Curitiba;Membro;Masculino;Saúde e beleza;162,64;5;8,13;821,33;08/06/2023;15:33;pix;813,20;0,00;813,20;9,6
999;849-09-3807;A;Porto Alegre;Normal;Feminino;Alimentos e bebidas;544,66;3;27,23;1661,21;05/17/2023;13:28;cartão de crédito;1633,98;0,00;1633,98;5,9
;;;;;;;;;;;;;;;;;
